Ruan Yushan,31,29,2.9444444444444446, 1.0,67
Liao Xun weight,202,408,1.6571428571428573, 1.3137254901960784,250
Martha Fu,0,0,4.0, 0.0,52
Li Yuzhe,0,0,4.0, 0.0,20
Chang Chun Peng,116,0,4.0, 0.0,128
Liu Yi Ning,8,0,4.0, 0.0,52
Qiu Italian View,0,0,4.0, 0.0,60
Xiang Yang Min,0,0,4.0, 0.0,24
Su Yang Xi,0,0,4.0, 0.0,20
Liuling Jun,43,0,1.6388888888888888, 1.2307692307692308,75
Andy Chung,28,0,4.0, 0.0,44
Yushi Yeap,20,0,4.0, 0.0,44
Zhang Liangwei,0,0,4.0, 0.0,24
Zou Yun Yun,525,416,1.3349056603773586, 1.4827586206896552,541
Zhong Xuan can,4,0,4.0, 0.0,36
Yang Zhuoyun,76,0,4.0, 0.0,92
Jason Lin,0,0,4.0, 0.0,16
Deng Yizhen,128,0,1.528301886792453, 1.077922077922078,164
Lin Zhen,76,0,4.0, 0.0,120
Huang Zhijun,0,0,4.0, 0.0,12
Winnie Chang,137,0,3.8292682926829267, 0.0,157
Stephanie Kao,0,0,4.0, 0.0,20
Chenjia Ru,210,0,1.1538461538461537, 1.3380281690140845,230
Harry Chen,148,0,4.0, 0.0,172
Jimmy Yuan,570,0,3.013793103448276, 1.0067567567567568,586
Chen Weijun,101,0,2.8378378378378377, 1.0526315789473684,145
Lin Chunan,0,0,4.0, 0.0,20
Huang Han,1,0,3.769230769230769, 0.0,49
Carisa Hung,0,0,4.0, 0.0,16
Yu Chen Chen,0,0,0.0, 0.0,0
Liu Ting Yi,0,0,4.0, 0.0,24
Yang Junwei,1,0,3.727272727272727, 0.0,41
Lin Wan Xuan,179,0,1.6363636363636365, 1.0168539325842696,199
High Ze Quan,18,0,2.0555555555555554, 1.2857142857142858,46
Liu Fengxuan,239,0,1.1470588235294117, 1.2781065088757397,255
Zhang Yan Yu,244,0,4.0, 0.0,264
Kang Mingxi,28,0,1.5357142857142858, 1.0,44
Huang Tingbai,7,0,3.1, 1.2,43
Hung Yu Heng,0,0,4.0, 0.0,28
Bai Li Jian,39,0,2.3055555555555554, 0.0,83
Chen Yi Ling,14,414,2.0, 1.0769230769230769,38
Alex Chiang,15,0,2.611111111111111, 0.0,47
Huang Zhenting,16,0,4.0, 0.0,32
Song Pei Hoon,174,0,2.457627118644068, 1.4081632653061225,214
Yang Hyun Christine,19,0,2.125, 1.6153846153846154,55
Zhong Jiajun,0,0,4.0, 0.0,12
Lizi Xuan,45,0,1.8125, 1.4193548387096775,73
Peng Wei Wang,0,0,4.0, 0.0,32
Yun Yun Tsai,138,0,1.1696428571428572, 1.3,170
Guo Baiyu,0,0,4.0, 0.0,24
He Yuting,0,0,0.0, 0.0,0
Wong Yang,0,0,4.0, 0.0,32
Wu Chenxi,0,0,4.0, 0.0,32
Guan Ai Wu,0,0,4.0, 0.0,44
Wen Shi Kai,232,0,4.0, 0.0,264
Lin Zonghan,27,0,2.5, 1.0,43
Li Jingying,0,0,4.0, 0.0,20
Fuzi Rui,65,413,1.96875, 1.0,93
Howard Hsu,8,0,3.142857142857143, 0.0,44
Zhang Qi,0,0,4.0, 0.0,28
Weng Zaihao,188,0,2.1272727272727274, 1.0705882352941176,208
Liven Pan,159,0,1.6071428571428572, 1.0895522388059702,191
